StateName,InstituteType,Institute,Quota,Branch,Category,TotalSeats,SeatGender
Tamil Nadu,Deemed University,"Saveetha Medical College and Hospital, Kanchipuram, Saveetha Nagar, Thandalam, Chennai (200389)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,249,Both
Tamil Nadu,Deemed University,"Shri Sathya Sai Medical College and Research Institute, Kancheepuram, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai (200390)",Non-Resident Indian,MBBS (MBBS),OP NO,10,Both
Tamil Nadu,Deemed University,"Shri Sathya Sai Medical College and Research Institute, Kancheepuram, SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai (200390)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,240,Both
Tamil Nadu,Deemed University,"Sree Balaji Dental College and Hospital, Chennai, Velachery Main Road, Narayanapuram, Pallikaranai, Chennai - 600 100 (200392)",Self-Financed Merit Seat,BDS (BDS),OP NO,100,Both
Tamil Nadu,Deemed University,"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI (200393)",Non-Resident Indian,MBBS (MBBS),OP NO,5,Both
Tamil Nadu,Deemed University,"Sree Balaji Medical College and Hospital, Chennai, NO 7 WORKS ROAD CHROMEPET CHENNAI (200393)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,245,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Tamil Nadu,Deemed University,"Sri Ramachandra Dental and Hospt., Chennai, No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116 (200395)",Non-Resident Indian,BDS (BDS),OP NO,15,Both
Tamil Nadu,Deemed University,"Sri Ramachandra Dental and Hospt., Chennai, No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116 (200395)",Self-Financed Merit Seat,BDS (BDS),OP NO,85,Both
Tamil Nadu,Deemed University,"Sri Ramachandra Medical College & Research Institute, Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116 (200396)",Non-Resident Indian,MBBS (MBBS),OP NO,38,Both
Tamil Nadu,Deemed University,"Sri Ramachandra Medical College & Research Institute, Chennai, No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116 (200396)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,212,Both
Tamil Nadu,Deemed University,"Srinivasan Medical College and Hospital, NH-45, TRICHY - CHENNAI TRUNK ROAD, NEAR TOLL PLAZA, SAMAYAPURAM, TIRUCHIRAPPALLI - 621 112. (904747)",Non-Resident Indian,MBBS (MBBS),OP NO,25,Both
Tamil Nadu,Deemed University,"Srinivasan Medical College and Hospital, NH-45, TRICHY - CHENNAI TRUNK ROAD, NEAR TOLL PLAZA, SAMAYAPURAM, TIRUCHIRAPPALLI - 621 112. (904747)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,225,Both
Tamil Nadu,Deemed University,"SRM Dental College, Chennai, SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI - 89 (200397)",Self-Financed Merit Seat,BDS (BDS),OP NO,100,Both
Tamil Nadu,Deemed University,"SRM Katt. Dental College and Hospt. Chennai, SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM (200398)",Self-Financed Merit Seat,BDS (BDS),OP NO,100,Both
Tamil Nadu,Deemed University,"SRM Medical College Hospital & Research Centre, Kancheepuram, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST. (200399)",Non-Resident Indian,MBBS (MBBS),OP NO,3,Both
Tamil Nadu,Deemed University,"SRM Medical College Hospital & Research Centre, Kancheepuram, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST. (200399)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,247,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Tamil Nadu,Deemed University,"ST Peters Medical College, Hospital & Research Institute, Dr MGR Nagar, Near AERI Campus, Opp SIPCOT –II, Hosur, Krishnagiri District (904746)",Non-Resident Indian,MBBS (MBBS),OP NO,20,Both
Tamil Nadu,Deemed University,"ST Peters Medical College, Hospital & Research Institute, Dr MGR Nagar, Near AERI Campus, Opp SIPCOT –II, Hosur, Krishnagiri District (904746)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,230,Both
Tamil Nadu,All India except Central University,"Stanley Medical College, Chennai, No.1, Old Jail Road Chennai (200279)",All India,MBBS (MBBS),BC NO,9,Both
Tamil Nadu,All India except Central University,"Stanley Medical College, Chennai, No.1, Old Jail Road Chennai (200279)",All India,MBBS (MBBS),BC PH,1,Both
Tamil Nadu,All India except Central University,"Stanley Medical College, Chennai, No.1, Old Jail Road Chennai (200279)",All India,MBBS (MBBS),EW NO,4,Both
Tamil Nadu,All India except Central University,"Stanley Medical College, Chennai, No.1, Old Jail Road Chennai (200279)",All India,MBBS (MBBS),OP NO,14,Both
Tamil Nadu,All India except Central University,"Stanley Medical College, Chennai, No.1, Old Jail Road Chennai (200279)",All India,MBBS (MBBS),SC NO,5,Both
Tamil Nadu,All India except Central University,"Stanley Medical College, Chennai, No.1, Old Jail Road Chennai (200279)",All India,MBBS (MBBS),SC PH,1,Both
Tamil Nadu,All India except Central University,"Stanley Medical College, Chennai, No.1, Old Jail Road Chennai (200279)",All India,MBBS (MBBS),ST NO,2,Both
Tamil Nadu,All India except Central University,"Stanley Medical College, Chennai, No.1, Old Jail Road Chennai (200279)",All India,MBBS (MBBS),ST PH,1,Both
Tamil Nadu,All India except Central University,"TAMILNADU GOVT D.C. & HOSP, CHENNAI, No. 1, TNPSC SALAI, PARK TOWN, CHENNAI 600003 (200280)",All India,BDS (BDS),BC NO,4,Both
Tamil Nadu,All India except Central University,"TAMILNADU GOVT D.C. & HOSP, CHENNAI, No. 1, TNPSC SALAI, PARK TOWN, CHENNAI 600003 (200280)",All India,BDS (BDS),EW NO,1,Both
Tamil Nadu,All India except Central University,"TAMILNADU GOVT D.C. & HOSP, CHENNAI, No. 1, TNPSC SALAI, PARK TOWN, CHENNAI 600003 (200280)",All India,BDS (BDS),OP NO,7,Both
Tamil Nadu,All India except Central University,"TAMILNADU GOVT D.C. & HOSP, CHENNAI, No. 1, TNPSC SALAI, PARK TOWN, CHENNAI 600003 (200280)",All India,BDS (BDS),SC NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Tamil Nadu,All India except Central University,"TAMILNADU GOVT D.C. & HOSP, CHENNAI, No. 1, TNPSC SALAI, PARK TOWN, CHENNAI 600003 (200280)",All India,BDS (BDS),ST NO,1,Both
Tamil Nadu,Deemed University,"Thaimoogambigai Dental College and Hsopt. Chennai, Golden George Nagar, Mogappair, Chennai 600 107 (200400)",Self-Financed Merit Seat,BDS (BDS),OP NO,100,Both
Tamil Nadu,All India except Central University,"Thanjavur Medical College, Thanjavur, Thanjavur Medical College,Thanjavur (200281)",All India,MBBS (MBBS),BC NO,6,Both
Tamil Nadu,All India except Central University,"Thanjavur Medical College, Thanjavur, Thanjavur Medical College,Thanjavur (200281)",All India,MBBS (MBBS),EW NO,2,Both
Tamil Nadu,All India except Central University,"Thanjavur Medical College, Thanjavur, Thanjavur Medical College,Thanjavur (200281)",All India,MBBS (MBBS),OP NO,9,Both
Tamil Nadu,All India except Central University,"Thanjavur Medical College, Thanjavur, Thanjavur Medical College,Thanjavur (200281)",All India,MBBS (MBBS),OP PH,1,Both
Tamil Nadu,All India except Central University,"Thanjavur Medical College, Thanjavur, Thanjavur Medical College,Thanjavur (200281)",All India,MBBS (MBBS),SC NO,3,Both
Tamil Nadu,All India except Central University,"Thanjavur Medical College, Thanjavur, Thanjavur Medical College,Thanjavur (200281)",All India,MBBS (MBBS),ST NO,2,Both
Tamil Nadu,All India except Central University,"Theni Government Medical College, Theni, G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamilnadu (200282)",All India,MBBS (MBBS),BC NO,4,Both
Tamil Nadu,All India except Central University,"Theni Government Medical College, Theni, G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamilnadu (200282)",All India,MBBS (MBBS),EW NO,1,Both
Tamil Nadu,All India except Central University,"Theni Government Medical College, Theni, G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamilnadu (200282)",All India,MBBS (MBBS),OP NO,7,Both
Tamil Nadu,All India except Central University,"Theni Government Medical College, Theni, G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamilnadu (200282)",All India,MBBS (MBBS),SC NO,2,Both
Tamil Nadu,All India except Central University,"Theni Government Medical College, Theni, G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamilnadu (200282)",All India,MBBS (MBBS),ST NO,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Tamil Nadu,All India except Central University,"Thiruvarur Govt. Medical College, Thiruvarur, MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR (200270)",All India,MBBS (MBBS),BC NO,3,Both
Tamil Nadu,All India except Central University,"Thiruvarur Govt. Medical College, Thiruvarur, MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR (200270)",All India,MBBS (MBBS),BC PH,1,Both
Tamil Nadu,All India except Central University,"Thiruvarur Govt. Medical College, Thiruvarur, MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR (200270)",All India,MBBS (MBBS),EW NO,2,Both
Tamil Nadu,All India except Central University,"Thiruvarur Govt. Medical College, Thiruvarur, MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR (200270)",All India,MBBS (MBBS),OP NO,5,Both
Tamil Nadu,All India except Central University,"Thiruvarur Govt. Medical College, Thiruvarur, MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR (200270)",All India,MBBS (MBBS),SC NO,3,Both
Tamil Nadu,All India except Central University,"Thiruvarur Govt. Medical College, Thiruvarur, MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR (200270)",All India,MBBS (MBBS),ST NO,1,Both
Tamil Nadu,All India except Central University,"Thoothukudi Medical College, Thoothukudi, KAMARAJ NAGAR, 3rd MILE, THOOTHUKUDI (200284)",All India,MBBS (MBBS),BC NO,6,Both
Tamil Nadu,All India except Central University,"Thoothukudi Medical College, Thoothukudi, KAMARAJ NAGAR, 3rd MILE, THOOTHUKUDI (200284)",All India,MBBS (MBBS),EW NO,2,Both
Tamil Nadu,All India except Central University,"Thoothukudi Medical College, Thoothukudi, KAMARAJ NAGAR, 3rd MILE, THOOTHUKUDI (200284)",All India,MBBS (MBBS),OP NO,8,Both
Tamil Nadu,All India except Central University,"Thoothukudi Medical College, Thoothukudi, KAMARAJ NAGAR, 3rd MILE, THOOTHUKUDI (200284)",All India,MBBS (MBBS),OP PH,1,Both
Tamil Nadu,All India except Central University,"Thoothukudi Medical College, Thoothukudi, KAMARAJ NAGAR, 3rd MILE, THOOTHUKUDI (200284)",All India,MBBS (MBBS),SC NO,3,Both
Tamil Nadu,All India except Central University,"Thoothukudi Medical College, Thoothukudi, KAMARAJ NAGAR, 3rd MILE, THOOTHUKUDI (200284)",All India,MBBS (MBBS),ST NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Tamil Nadu,All India except Central University,"Tirunelveli Medical College, Tirunelveli, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11 (200265)",All India,MBBS (MBBS),BC NO,10,Both
Tamil Nadu,All India except Central University,"Tirunelveli Medical College, Tirunelveli, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11 (200265)",All India,MBBS (MBBS),EW NO,3,Both
Tamil Nadu,All India except Central University,"Tirunelveli Medical College, Tirunelveli, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11 (200265)",All India,MBBS (MBBS),EW PH,1,Both
Tamil Nadu,All India except Central University,"Tirunelveli Medical College, Tirunelveli, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11 (200265)",All India,MBBS (MBBS),OP NO,15,Both
Tamil Nadu,All India except Central University,"Tirunelveli Medical College, Tirunelveli, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11 (200265)",All India,MBBS (MBBS),OP PH,1,Both
Tamil Nadu,All India except Central University,"Tirunelveli Medical College, Tirunelveli, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11 (200265)",All India,MBBS (MBBS),SC NO,4,Both
Tamil Nadu,All India except Central University,"Tirunelveli Medical College, Tirunelveli, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11 (200265)",All India,MBBS (MBBS),SC PH,1,Both
Tamil Nadu,All India except Central University,"Tirunelveli Medical College, Tirunelveli, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11 (200265)",All India,MBBS (MBBS),ST NO,2,Both
Tamil Nadu,Deemed University,"VELS Medical College & Hospital, 12-123, Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist. (200537)",Non-Resident Indian,MBBS (MBBS),OP NO,38,Both
Tamil Nadu,Deemed University,"VELS Medical College & Hospital, 12-123, Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist. (200537)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,212,Both
Tamil Nadu,Deemed University,"Vinayaka Missions Kirupananda Variyar Medical College, Salem, Sankari Main Road, (NH-47), Seeragapadi, Salem (200401)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,200,Both
Tamil Nadu,Deemed University,"VMS Dental College, Salem, Sankari Main Road (NH-47), Ariyanoor, Salem-636308 Tamil Nadu (200402)",Self-Financed Merit Seat,BDS (BDS),OP NO,100,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),BC NO,25,Both
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),BC PH,2,Both
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),EW NO,10,Both
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),OP NO,39,Both
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),OP PH,2,Both
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),SC NO,14,Both
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),SC PH,1,Both
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),ST NO,6,Both
Telangana,All India Institute Of Medical Science(AIIMS),"AIIMS, Bibi Nagar, Hyderabad, AIIMS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126 (200517)",Open Seat Quota,MBBS (MBBS),ST PH,1,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",All India,MBBS (MBBS),BC NO,5,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",All India,MBBS (MBBS),BC PH,1,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",All India,MBBS (MBBS),EW NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",All India,MBBS (MBBS),OP NO,8,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",All India,MBBS (MBBS),SC NO,4,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",All India,MBBS (MBBS),ST NO,2,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",Employees State Insurance Scheme(ESI),MBBS (MBBS),BC NO,14,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",Employees State Insurance Scheme(ESI),MBBS (MBBS),BC PH,1,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",Employees State Insurance Scheme(ESI),MBBS (MBBS),EW NO,4,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",Employees State Insurance Scheme(ESI),MBBS (MBBS),OP NO,21,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",Employees State Insurance Scheme(ESI),MBBS (MBBS),OP PH,1,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",Employees State Insurance Scheme(ESI),MBBS (MBBS),SC NO,8,Both
Telangana,Employees State Insurance Scheme,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad, Sanathnagar, Hyderabad (200418)",Employees State Insurance Scheme(ESI),MBBS (MBBS),ST NO,4,Both
Telangana,All India except Central University,"Gandhi Medical College, Secunderabad, MUSHEERABAD, SECUNDERABAD (200445)",All India,MBBS (MBBS),BC NO,8,Both
Telangana,All India except Central University,"Gandhi Medical College, Secunderabad, MUSHEERABAD, SECUNDERABAD (200445)",All India,MBBS (MBBS),EW NO,3,Both
Telangana,All India except Central University,"Gandhi Medical College, Secunderabad, MUSHEERABAD, SECUNDERABAD (200445)",All India,MBBS (MBBS),OP NO,12,Both
Telangana,All India except Central University,"Gandhi Medical College, Secunderabad, MUSHEERABAD, SECUNDERABAD (200445)",All India,MBBS (MBBS),OP PH,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Telangana,All India except Central University,"Gandhi Medical College, Secunderabad, MUSHEERABAD, SECUNDERABAD (200445)",All India,MBBS (MBBS),SC NO,4,Both
Telangana,All India except Central University,"Gandhi Medical College, Secunderabad, MUSHEERABAD, SECUNDERABAD (200445)",All India,MBBS (MBBS),ST NO,2,Both
Telangana,All India except Central University,"Government Dental College Hyderabad, GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD - 500012 (200459)",All India,BDS (BDS),BC NO,5,Both
Telangana,All India except Central University,"Government Dental College Hyderabad, GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD - 500012 (200459)",All India,BDS (BDS),EW NO,2,Both
Telangana,All India except Central University,"Government Dental College Hyderabad, GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD - 500012 (200459)",All India,BDS (BDS),OP NO,5,Both
Telangana,All India except Central University,"Government Dental College Hyderabad, GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD - 500012 (200459)",All India,BDS (BDS),SC NO,2,Both
Telangana,All India except Central University,"Government Dental College Hyderabad, GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD - 500012 (200459)",All India,BDS (BDS),ST NO,1,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE JANGAON, gmc.jangaon@gmail.com, 24, Weavers Colony, Jangaon, Telangana, 506167 (200660)",All India,MBBS (MBBS),BC NO,4,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE JANGAON, gmc.jangaon@gmail.com, 24, Weavers Colony, Jangaon, Telangana, 506167 (200660)",All India,MBBS (MBBS),EW NO,1,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE JANGAON, gmc.jangaon@gmail.com, 24, Weavers Colony, Jangaon, Telangana, 506167 (200660)",All India,MBBS (MBBS),OP NO,6,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE JANGAON, gmc.jangaon@gmail.com, 24, Weavers Colony, Jangaon, Telangana, 506167 (200660)",All India,MBBS (MBBS),SC NO,3,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE JANGAON, gmc.jangaon@gmail.com, 24, Weavers Colony, Jangaon, Telangana, 506167 (200660)",All India,MBBS (MBBS),ST NO,1,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KHAMMAM, Wyra Road, Khammam (200661)",All India,MBBS (MBBS),BC NO,3,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KHAMMAM, Wyra Road, Khammam (200661)",All India,MBBS (MBBS),BC PH,1,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KHAMMAM, Wyra Road, Khammam (200661)",All India,MBBS (MBBS),EW NO,2,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KHAMMAM, Wyra Road, Khammam (200661)",All India,MBBS (MBBS),OP NO,5,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KHAMMAM, Wyra Road, Khammam (200661)",All India,MBBS (MBBS),SC NO,2,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KHAMMAM, Wyra Road, Khammam (200661)",All India,MBBS (MBBS),ST NO,2,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFAFABAD, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana (200647)",All India,MBBS (MBBS),BC NO,4,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFAFABAD, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana (200647)",All India,MBBS (MBBS),EW NO,2,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFAFABAD, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana (200647)",All India,MBBS (MBBS),OP NO,5,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFAFABAD, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana (200647)",All India,MBBS (MBBS),OP PH,1,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFAFABAD, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana (200647)",All India,MBBS (MBBS),SC NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFAFABAD, Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana (200647)",All India,MBBS (MBBS),ST NO,1,Both
Telangana,All India except Central University,"Government Medical College Medak, PILLIKOTYAL, MEDAK MANDAL, MEDAK DISTRICT (903351)",All India,MBBS (MBBS),BC NO,2,Both
Telangana,All India except Central University,"Government Medical College Medak, PILLIKOTYAL, MEDAK MANDAL, MEDAK DISTRICT (903351)",All India,MBBS (MBBS),OP NO,4,Both
Telangana,All India except Central University,"Government Medical College Medak, PILLIKOTYAL, MEDAK MANDAL, MEDAK DISTRICT (903351)",All India,MBBS (MBBS),SC NO,1,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE VIKARABAD, ANANTHAGIRI HILLS VIKARABAD VIKARABAD DISTRICT TELANGANA 501101 (200648)",All India,MBBS (MBBS),BC NO,4,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE VIKARABAD, ANANTHAGIRI HILLS VIKARABAD VIKARABAD DISTRICT TELANGANA 501101 (200648)",All India,MBBS (MBBS),EW NO,2,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE VIKARABAD, ANANTHAGIRI HILLS VIKARABAD VIKARABAD DISTRICT TELANGANA 501101 (200648)",All India,MBBS (MBBS),OP NO,6,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE VIKARABAD, ANANTHAGIRI HILLS VIKARABAD VIKARABAD DISTRICT TELANGANA 501101 (200648)",All India,MBBS (MBBS),SC NO,2,Both
Telangana,All India except Central University,"GOVERNMENT MEDICAL COLLEGE VIKARABAD, ANANTHAGIRI HILLS VIKARABAD VIKARABAD DISTRICT TELANGANA 501101 (200648)",All India,MBBS (MBBS),ST NO,1,Both
Telangana,All India except Central University,"Government Medical College, Bhadradri Kothagudem, Besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palvancha, Telangana (200598)",All India,MBBS (MBBS),BC NO,6,Both
Telangana,All India except Central University,"Government Medical College, Bhadradri Kothagudem, Besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palvancha, Telangana (200598)",All India,MBBS (MBBS),EW NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Telangana,All India except Central University,"Government Medical College, Bhadradri Kothagudem, Besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palvancha, Telangana (200598)",All India,MBBS (MBBS),OP NO,8,Both
Telangana,All India except Central University,"Government Medical College, Bhadradri Kothagudem, Besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palvancha, Telangana (200598)",All India,MBBS (MBBS),SC NO,3,Both
Telangana,All India except Central University,"Government Medical College, Bhadradri Kothagudem, Besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palvancha, Telangana (200598)",All India,MBBS (MBBS),SC PH,1,Both
Telangana,All India except Central University,"Government Medical College, Bhadradri Kothagudem, Besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palvancha, Telangana (200598)",All India,MBBS (MBBS),ST NO,1,Both
